Place,Hotel Name,Latitude,Longitude,Rating,Description,Price,Activity
Mumbai,Cozy Mumbai Resort 49,19.081309,72.853917,4.7,"Coffee maker, Free parking, Spa services, Swimming pool, 24/7 Room service, AC, TV with cable, Bar, Mini bar, Balcony view",19881.0,"River Cruise, Cultural Tours, Nightlife"
Pune,Elegant Pune Villa 123,18.474301,73.765634,3.2,"Conference room, Child-friendly, Balcony view, Bar, TV with cable, WiFi, Spa services, 24/7 Room service",18685.0,"Food Tasting, Lake Boating, Sightseeing"
Pune,Royal Pune Resort 397,18.538624,73.78951,3.2,"Business center, Child-friendly, TV with cable, Swimming pool, Spa services, AC",14784.0,"Shopping, Kayaking, Marina Beach Walk"
Bengaluru,Serene Bengaluru Inn 110,15.367635,78.208391,4.0,"Coffee maker, Gym, Conference room, Pet-friendly, WiFi",14811.0,"Surfing, Boat Tours, Relaxing"
Bengaluru,Elegant Bengaluru Haven 437,17.879251,72.773946,4.1,"Pet-friendly, WiFi, Bar, AC, Restaurant, 24/7 Room service, Coffee maker, Free parking",8809.0,"Backwater Cruise, Toy Train Ride, Kayaking"
Pune,Serene Pune Inn 458,18.41756,73.702998,3.5,"Pet-friendly, TV with cable, Laundry service, Child-friendly, Gym, Free breakfast, 24/7 Room service, Business center",19257.0,"Local Cuisine, Street Food, Museum Tours"
Pune,Grand Pune Resort 33,18.660035,73.776198,3.3,"Laundry service, WiFi, TV with cable, Business center, Bar, Airport shuttle, AC",18431.0,"Heritage Walks, Street Food, General Sightseeing"
Bengaluru,Royal Bengaluru Lodge 279,14.210768,82.55241,4.1,"24/7 Room service, Bar, Swimming pool, Airport shuttle, Restaurant, Pet-friendly, Laundry service, Balcony view, Free breakfast, WiFi",19129.0,"Shopping, Surfing, Desert Safari"
Pune,Elegant Pune Villa 228,18.56586,73.700399,4.3,"Laundry service, Balcony view, Airport shuttle, Bar, AC",10842.0,"Kayaking, Street Food, Swimming"
Bengaluru,Elite Bengaluru Lodge 211,33.245492,78.904643,3.8,"Airport shuttle, TV with cable, Free parking, Laundry service, Balcony view, Business center, Conference room, Swimming pool",8442.0,"Kayaking, Rock Garden Visit, Fort Visits"
Pune,Cozy Pune Retreat 495,18.661425,73.758691,4.8,"TV with cable, Laundry service, Restaurant, AC, Airport shuttle, Gym, Free breakfast, WiFi, Coffee maker",9312.0,"Meditation, Temple Visits, Boat Ride on Ganges"
Pune,Royal Pune Inn 399,18.611688,73.981128,3.2,"Restaurant, Pet-friendly, Coffee maker, Free breakfast, TV with cable, 24/7 Room service, Swimming pool, Laundry service, Airport shuttle, WiFi",8097.0,"Kayaking, Beach Walk, Boating"
Mumbai,Elegant Mumbai Retreat 497,19.113301,72.83272,4.5,"Restaurant, WiFi, Airport shuttle, Mini bar, TV with cable, Spa services, Laundry service, Coffee maker, Swimming pool, Child-friendly",6088.0,"Swimming, Relaxing, General Sightseeing"
Pune,Comfort Pune Palace 365,18.506965,73.980397,3.5,"Coffee maker, Free parking, Mini bar, Balcony view, Bar, Pet-friendly, Conference room",8279.0,"Beach Walk, Cave Exploration, Palace Tours"
Mumbai,Serene Mumbai Hotel 160,19.140581,72.874784,4.6,"Balcony view, Free parking, Spa services, Coffee maker, Laundry service, Business center",3538.0,"Boating, River Cruise, Shopping"
Mumbai,Comfort Mumbai Retreat 14,19.253909,72.834143,4.9,"Free parking, Pet-friendly, Balcony view, Airport shuttle, AC, Business center",11903.0,"Rock Garden Visit, Kayaking, Camping"
Mumbai,Elite Mumbai Hotel 111,19.155225,72.751408,4.0,"Laundry service, TV with cable, Mini bar, AC, Spa services",7795.0,"Palace Tours, Camping, Backwater Cruise"
Bengaluru,Luxury Bengaluru Villa 389,14.926243,70.875462,3.9,"Free breakfast, Spa services, Pet-friendly, Coffee maker, Laundry service, TV with cable, 24/7 Room service, Free parking, Swimming pool, Conference room",12617.0,"Fort Visits, Shopping, Cultural Shows"
Pune,Grand Pune Lodge 173,18.609431,73.741428,4.6,"Spa services, Balcony view, 24/7 Room service, TV with cable, Pet-friendly, Restaurant, Business center, Conference room, Free breakfast, Mini bar",4876.0,"Toy Train Ride, Museum Tours, Rock Garden Visit"
Bengaluru,Luxury Bengaluru Villa 423,25.086962,84.079214,4.4,"24/7 Room service, Spa services, Coffee maker, Mini bar, Child-friendly, Balcony view, WiFi",19852.0,"Cultural Tours, Desert Safari, Kayaking"
Pune,Comfort Pune Lodge 195,18.675849,73.805164,4.2,"Free breakfast, AC, Gym, Restaurant, Pet-friendly, Child-friendly, WiFi, Bar, TV with cable, Airport shuttle",17008.0,"Street Food, Kayaking, Boat Tours"
Mumbai,Heritage Mumbai Haven 190,18.914678,72.920241,3.5,"WiFi, AC, Spa services, Pet-friendly, Coffee maker, TV with cable, Mini bar, Airport shuttle, Swimming pool",17657.0,"Backwater Cruise, Boat Ride on Ganges, Beach Walk"
Bengaluru,Serene Bengaluru Haven 468,20.016861,89.0425,4.4,"Bar, Spa services, Coffee maker, Airport shuttle, Free breakfast, Conference room, Gym, Child-friendly, Restaurant",6122.0,"Meditation, Heritage Walks, Trekking"
Bengaluru,Cozy Bengaluru Hotel 194,25.472349,89.054593,4.5,"Free breakfast, Gym, Coffee maker, Bar, Conference room, Airport shuttle",7655.0,"Rock Garden Visit, Backwater Cruise, Heritage Walks"
Pune,Cozy Pune Resort 464,18.511678,73.990865,3.8,"Bar, TV with cable, Child-friendly, Gym, Balcony view, Swimming pool, Spa services, Free breakfast",4196.0,"Food Tasting, Lake Boating, Heritage Walk"
Mumbai,Heritage Mumbai Lodge 359,19.154274,72.854324,4.0,"Business center, Balcony view, Free breakfast, Mini bar, Gym, WiFi, Spa services, 24/7 Room service, TV with cable",15580.0,"Camping, Fishing, Meditation"
Pune,Luxury Pune Hotel 291,18.528389,73.726827,4.5,"Conference room, Swimming pool, Coffee maker, 24/7 Room service, Pet-friendly, Laundry service, Gym",11619.0,"Museum Visits, Rock Garden Visit, River Cruise"
Bengaluru,Comfort Bengaluru Palace 18,24.413173,86.466854,4.9,"Free parking, Mini bar, Conference room, Restaurant, Laundry service, AC, Coffee maker, TV with cable, WiFi",4930.0,"Street Food Tasting, Desert Safari, Paragliding"
Pune,Luxury Pune Retreat 20,18.60695,73.975543,4.5,"Laundry service, Swimming pool, 24/7 Room service, Mini bar, Child-friendly, Free parking, Gym, Free breakfast, Bar, WiFi",19430.0,"Taj Mahal Visit, Kayaking, Fort Visits"
Mumbai,Serene Mumbai Inn 401,19.149956,72.924931,3.5,"AC, Child-friendly, Restaurant, Spa services, Pet-friendly, Bar, Balcony view, Free parking, Coffee maker, WiFi",16526.0,"Kayaking, Temple Visits, General Sightseeing"
Pune,Serene Pune Lodge 58,18.587417,73.773592,4.6,"Airport shuttle, Free parking, Child-friendly, Balcony view, Restaurant, Laundry service, Spa services, 24/7 Room service",17530.0,"General Sightseeing, Cultural Tours, Swimming"
Mumbai,Heritage Mumbai Inn 236,19.263746,72.811266,4.4,"Coffee maker, Gym, Mini bar, Airport shuttle, 24/7 Room service, Restaurant, Balcony view",4647.0,"Lake Boating, Historical Tours, Beach Walk"
Mumbai,Elite Mumbai Lodge 52,19.269906,72.778,4.5,"Restaurant, Bar, Gym, Laundry service, Conference room",14767.0,"Nightlife, Trekking, Palace Tours"
Pune,Grand Pune Retreat 192,18.514886,73.987454,4.6,"Child-friendly, Balcony view, Free breakfast, AC, Business center, Laundry service, Free parking",19428.0,"Kayaking, Tech Park Tours, Paragliding"
Bengaluru,Serene Bengaluru Lodge 247,13.6349,75.863294,3.7,"Free breakfast, Laundry service, Child-friendly, Conference room, Airport shuttle, Restaurant, AC, Bar, Spa services",5880.0,"Cultural Shows, Cultural Tours, Palace Tours"
Mumbai,Cozy Mumbai Palace 461,18.972167,72.847784,5.0,"Conference room, Free breakfast, Restaurant, Swimming pool, AC",2244.0,"Trekking, Sightseeing, Meditation"
Mumbai,Elegant Mumbai Suites 183,19.069646,72.898705,4.5,"Mini bar, TV with cable, 24/7 Room service, Laundry service, Pet-friendly",11941.0,"Heritage Walks, Museum Tours, Trekking"
Mumbai,Serene Mumbai Retreat 248,19.176089,72.838716,4.8,"Gym, WiFi, Airport shuttle, Child-friendly, AC, Swimming pool, Balcony view, Pet-friendly",14908.0,"Boating, Heritage Walks, Temple Visits"
Mumbai,Elegant Mumbai Haven 34,18.930073,72.969131,3.7,"Free parking, Child-friendly, Swimming pool, Airport shuttle, Bar",13862.0,"Street Food, Beach Walk, Nightlife"
Pune,Cozy Pune Suites 265,18.52164,73.965556,5.0,"Child-friendly, Gym, TV with cable, Balcony view, Restaurant",12482.0,"Taj Mahal Visit, Meditation, Museum Visits"
Mumbai,Serene Mumbai Lodge 92,18.967152,72.808603,4.5,"Child-friendly, Free breakfast, Bar, WiFi, TV with cable, Swimming pool, 24/7 Room service, Conference room, Coffee maker, Restaurant",4988.0,"Boat Ride on Ganges, Food Tasting, Rock Garden Visit"
Bengaluru,Heritage Bengaluru Haven 384,20.83007,78.99509,4.7,"TV with cable, Pet-friendly, Airport shuttle, Gym, Spa services, Bar",7515.0,"River Cruise, Nightlife, Rock Garden Visit"
Bengaluru,Royal Bengaluru Lodge 32,12.115705,82.654033,4.8,"Conference room, Bar, Airport shuttle, Laundry service, TV with cable, Swimming pool, Free breakfast",3455.0,"Relaxing, Cultural Tours, Fort Visits"
Pune,Elite Pune Inn 477,18.537671,73.732392,4.5,"Airport shuttle, Swimming pool, AC, 24/7 Room service, Bar, Coffee maker, Pet-friendly",4715.0,"Street Food, Sightseeing, Cultural Shows"
Bengaluru,Luxury Bengaluru Hotel 219,20.947176,75.938634,4.7,"24/7 Room service, Conference room, WiFi, Restaurant, Child-friendly",3043.0,"Rock Garden Visit, Desert Safari, River Cruise"
Mumbai,Comfort Mumbai Resort 353,19.098479,72.766526,3.1,"Coffee maker, Airport shuttle, Business center, Free parking, Spa services, Conference room, Gym, Laundry service, Child-friendly",14169.0,"Surfing, Boat Ride on Ganges, Toy Train Ride"
Bengaluru,Comfort Bengaluru Inn 5,18.97536,76.67515,3.4,"Restaurant, Free parking, AC, WiFi, Gym, Spa services, Pet-friendly",13719.0,"Backwater Cruise, Surfing, Swimming"
Mumbai,Royal Mumbai Inn 89,19.036402,72.83994,4.6,"Airport shuttle, Free parking, Restaurant, Bar, Pet-friendly, Swimming pool, Gym, AC, TV with cable, Balcony view",10866.0,"Museum Visits, Historical Tours, Cultural Shows"
Pune,Grand Pune Resort 86,18.511344,73.972331,3.0,"Business center, Laundry service, AC, Free breakfast, Child-friendly, Spa services, 24/7 Room service",19459.0,"Local Cuisine, Surfing, Museum Visits"
Bengaluru,Heritage Bengaluru Haven 49,27.256137,87.495444,3.9,"Free parking, 24/7 Room service, Conference room, Coffee maker, Bar, Free breakfast, Restaurant, TV with cable, Spa services, Child-friendly",5238.0,"Temple Visits, Taj Mahal Visit, Swimming"
Mumbai,Cozy Mumbai Retreat 295,19.227618,72.754415,4.5,"Free breakfast, Pet-friendly, AC, TV with cable, Airport shuttle, Free parking, Spa services, Child-friendly, Coffee maker",17367.0,"Nightlife, Backwater Cruise, Taj Mahal Visit"
Mumbai,Grand Mumbai Inn 432,18.894926,72.757566,4.6,"Mini bar, Laundry service, Conference room, Business center, Free breakfast, Airport shuttle, Spa services, TV with cable, WiFi",10188.0,"Boat Tours, Food Tasting, Meditation"
Mumbai,Royal Mumbai Hotel 469,18.991882,72.901914,4.4,"TV with cable, Conference room, Free breakfast, Coffee maker, Spa services, Child-friendly",7167.0,"Palace Tours, Shopping, Museum Visits"
Pune,Grand Pune Villa 151,18.684909,73.964393,4.7,"24/7 Room service, Child-friendly, Airport shuttle, Bar, Laundry service, Business center, Coffee maker, WiFi, AC",1798.0,"River Cruise, Cultural Tours, Relaxing"
Bengaluru,Royal Bengaluru Retreat 344,31.486651,72.613061,3.2,"24/7 Room service, Gym, Restaurant, Business center, Pet-friendly, Free breakfast, Coffee maker, Airport shuttle, Child-friendly",15191.0,"Tech Park Tours, Cave Exploration, Camping"
Mumbai,Elite Mumbai Haven 58,18.919792,72.909949,3.4,"WiFi, Swimming pool, AC, TV with cable, 24/7 Room service, Free breakfast, Laundry service, Free parking, Child-friendly, Conference room",6472.0,"Lake Boating, Street Food, Swimming"
Mumbai,Elite Mumbai Resort 102,18.906627,72.956389,4.5,"Laundry service, Gym, Pet-friendly, Spa services, TV with cable, Balcony view, WiFi",16371.0,"Local Cuisine, Relaxing, Meditation"
Mumbai,Comfort Mumbai Haven 381,18.90334,72.861415,3.1,"Balcony view, Free parking, Gym, Mini bar, Spa services, AC",14305.0,"Swimming, Palace Tours, Heritage Walk"
Pune,Heritage Pune Resort 378,18.610524,73.941464,3.8,"Spa services, Business center, Laundry service, TV with cable, 24/7 Room service, Conference room, WiFi, Restaurant",16390.0,"Relaxing, Trekking, Local Cuisine"
Pune,Heritage Pune Lodge 447,18.579306,73.823585,3.5,"Balcony view, Restaurant, Airport shuttle, Bar, Child-friendly, Gym, TV with cable, 24/7 Room service, Conference room",7689.0,"Food Tasting, Taj Mahal Visit, Cave Exploration"
Pune,Elegant Pune Lodge 267,18.571068,73.926867,4.8,"Gym, Conference room, Spa services, AC, Free parking",10725.0,"Desert Safari, Tech Park Tours, Surfing"
Bengaluru,Cozy Bengaluru Palace 122,34.199277,79.343933,3.9,"TV with cable, Business center, Child-friendly, Gym, 24/7 Room service, Restaurant, Bar, WiFi",15152.0,"Trekking, Kayaking, Heritage Walk"
Pune,Elegant Pune Retreat 362,18.426779,73.868356,3.8,"Mini bar, Coffee maker, Swimming pool, Free breakfast, Business center, Balcony view, TV with cable, Bar, Free parking, Child-friendly",3731.0,"Beach Walk, Nightlife, Surfing"
Mumbai,Elegant Mumbai Palace 209,18.914986,72.75628,4.6,"Airport shuttle, Balcony view, Mini bar, Pet-friendly, Bar, Restaurant, Spa services, Free parking, Free breakfast, Business center",12873.0,"Shopping, Toy Train Ride, Taj Mahal Visit"
Pune,Luxury Pune Palace 491,18.468287,73.733345,4.7,"Balcony view, 24/7 Room service, Bar, Conference room, Restaurant, Pet-friendly, Gym, Mini bar",16134.0,"Surfing, Paragliding, Fort Visits"
Bengaluru,Luxury Bengaluru Retreat 334,11.184884,86.40999,3.6,"Swimming pool, Spa services, Gym, Restaurant, Bar, Balcony view, Free parking, Business center, Pet-friendly, AC",3023.0,"Rock Garden Visit, Cultural Tours, Beach Walk"
Mumbai,Heritage Mumbai Inn 111,19.114216,72.89237,4.4,"Pet-friendly, Airport shuttle, Balcony view, TV with cable, Spa services, WiFi, Mini bar",16312.0,"Relaxing, Museum Visits, Skiing"
Pune,Heritage Pune Retreat 226,18.660176,73.943276,4.9,"Spa services, Pet-friendly, Laundry service, WiFi, Business center",15579.0,"Rock Garden Visit, Kayaking, Desert Safari"
Pune,Elegant Pune Suites 49,18.564715,73.905276,3.7,"Conference room, Swimming pool, Free breakfast, Free parking, Mini bar",9592.0,"Museum Visits, Relaxing, Temple Visits"
Bengaluru,Cozy Bengaluru Inn 123,24.95083,77.093192,4.9,"Business center, Restaurant, Conference room, TV with cable, Pet-friendly",19252.0,"Heritage Walks, Sightseeing, Skiing"
Pune,Heritage Pune Inn 385,18.425404,73.733428,4.4,"Free breakfast, AC, Bar, Pet-friendly, Conference room, Coffee maker, Restaurant, Swimming pool, Business center, Free parking",6298.0,"Cultural Tours, Nightlife, Sightseeing"
Bengaluru,Heritage Bengaluru Inn 33,19.821346,77.908461,4.6,"Bar, AC, Free breakfast, Swimming pool, Coffee maker, Free parking",14802.0,"Boat Ride on Ganges, Nightlife, Relaxing"
Pune,Serene Pune Inn 152,18.57572,73.837137,3.1,"Laundry service, Spa services, Child-friendly, Swimming pool, 24/7 Room service, Free parking, Business center, Conference room, AC",18551.0,"Heritage Walks, Beach Walk, Surfing"
Pune,Heritage Pune Haven 26,18.552024,73.979356,4.2,"Conference room, Business center, Mini bar, 24/7 Room service, Pet-friendly, Bar, Balcony view",8631.0,"Fishing, Fort Visits, Palace Tours"
Mumbai,Serene Mumbai Retreat 240,18.929851,72.961621,3.3,"Restaurant, Spa services, AC, Bar, Business center, Airport shuttle, Conference room, Laundry service, Coffee maker, Gym",15789.0,"Street Food, Palace Tours, Tech Park Tours"
Bengaluru,Elite Bengaluru Resort 296,33.688691,71.220654,3.6,"Balcony view, Airport shuttle, Bar, Restaurant, AC, Conference room",10301.0,"Beach Walk, Taj Mahal Visit, Museum Visits"
Bengaluru,Heritage Bengaluru Haven 465,32.862425,70.420673,4.9,"Mini bar, Conference room, Free breakfast, Spa services, 24/7 Room service, Balcony view",12509.0,"Cave Exploration, Camping, Lake Boating"
Mumbai,Serene Mumbai Hotel 145,19.25731,72.960387,4.1,"Child-friendly, AC, TV with cable, Coffee maker, Bar, Free breakfast, WiFi, Business center, Spa services, Mini bar",2899.0,"Cave Exploration, Boat Tours, Paragliding"
Mumbai,Comfort Mumbai Lodge 229,19.11473,72.884306,4.1,"Balcony view, WiFi, Child-friendly, Airport shuttle, Bar, Spa services, Business center",5748.0,"Museum Tours, Toy Train Ride, Meditation"
Pune,Comfort Pune Resort 93,18.534498,73.940508,4.5,"Airport shuttle, Free parking, Balcony view, Swimming pool, WiFi, TV with cable, 24/7 Room service, Spa services",11018.0,"Nightlife, Heritage Walk, Fort Visits"
Pune,Comfort Pune Villa 497,18.458553,73.94442,3.7,"Free parking, Bar, 24/7 Room service, Gym, Child-friendly",9086.0,"Marina Beach Walk, Historical Tours, Cultural Shows"
Bengaluru,Comfort Bengaluru Retreat 15,31.1875,86.831134,4.1,"24/7 Room service, Restaurant, Airport shuttle, Bar, AC, Conference room, Free breakfast",8985.0,"Marina Beach Walk, Camping, Cultural Shows"
Bengaluru,Elegant Bengaluru Palace 199,21.252628,89.539302,3.7,"Business center, Airport shuttle, Balcony view, TV with cable, Pet-friendly",1029.0,"Toy Train Ride, Beach Walk, Cave Exploration"
Pune,Serene Pune Resort 368,18.471076,73.834887,4.1,"Business center, Spa services, Conference room, Laundry service, Balcony view, Swimming pool",1490.0,"Boating, Trekking, Boat Tours"
Mumbai,Elegant Mumbai Villa 464,19.12721,72.982141,4.3,"Child-friendly, Bar, Mini bar, Swimming pool, Gym, Pet-friendly, TV with cable, Balcony view",11265.0,"Cultural Shows, Surfing, Skiing"
Bengaluru,Luxury Bengaluru Retreat 129,12.841558,83.307732,5.0,"Mini bar, Swimming pool, Pet-friendly, Bar, Gym, 24/7 Room service, AC",16999.0,"Cultural Tours, Heritage Walk, Historical Tours"
Mumbai,Heritage Mumbai Resort 398,19.120219,72.889288,3.8,"Mini bar, Laundry service, 24/7 Room service, WiFi, TV with cable, Gym, Free parking, AC, Balcony view",18263.0,"River Cruise, Backwater Cruise, Street Food"
Pune,Grand Pune Palace 163,18.562958,73.884953,3.1,"Balcony view, AC, Laundry service, Spa services, Bar",17116.0,"Museum Visits, Heritage Walk, Swimming"
Bengaluru,Luxury Bengaluru Suites 342,21.083172,76.079258,3.8,"Spa services, Coffee maker, Gym, Free breakfast, TV with cable",11375.0,"Toy Train Ride, Heritage Walks, Local Cuisine"
Mumbai,Luxury Mumbai Palace 451,18.950242,72.807554,3.2,"WiFi, TV with cable, Pet-friendly, AC, Laundry service, Bar, Gym, Balcony view, Mini bar",5429.0,"Lake Boating, Heritage Walks, Rock Garden Visit"
Bengaluru,Serene Bengaluru Retreat 155,26.649905,85.001991,3.8,"WiFi, Free parking, AC, Free breakfast, Airport shuttle, Swimming pool, Bar, Laundry service, TV with cable, Conference room",6364.0,"Trekking, Paragliding, Taj Mahal Visit"
Mumbai,Serene Mumbai Resort 52,19.074667,72.965296,4.9,"Pet-friendly, Business center, AC, Free parking, Mini bar, WiFi",3127.0,"Historical Tours, Sightseeing, Tech Park Tours"
Bengaluru,Luxury Bengaluru Hotel 437,19.506561,75.454175,4.3,"Coffee maker, Swimming pool, WiFi, Balcony view, Airport shuttle, Free breakfast",7526.0,"Paragliding, Museum Tours, Palace Tours"
Mumbai,Grand Mumbai Lodge 328,18.900309,72.900824,3.9,"Pet-friendly, Gym, Airport shuttle, Coffee maker, Bar, Child-friendly, Free breakfast, Restaurant, Balcony view, Business center",9585.0,"Desert Safari, Camping, Boat Ride on Ganges"
Pune,Elegant Pune Villa 493,18.430765,73.881185,3.8,"WiFi, Mini bar, Laundry service, 24/7 Room service, TV with cable, Free breakfast, Bar, Spa services, Airport shuttle, Coffee maker",4017.0,"Food Tasting, Cultural Shows, Beach Walk"
Bengaluru,Royal Bengaluru Retreat 359,24.472629,84.01419,4.8,"24/7 Room service, Balcony view, Restaurant, Pet-friendly, Free breakfast, Mini bar, Business center, TV with cable, Child-friendly, WiFi",3938.0,"Shopping, Museum Tours, Temple Visits"
Bengaluru,Comfort Bengaluru Retreat 466,34.167339,88.946342,3.4,"Airport shuttle, Conference room, Gym, Balcony view, TV with cable, Laundry service, Spa services, Child-friendly",10249.0,"Desert Safari, Skiing, Tech Park Tours"
Mumbai,Elite Mumbai Palace 124,19.136528,72.841987,4.9,"Business center, TV with cable, Conference room, 24/7 Room service, Pet-friendly",18154.0,"Marina Beach Walk, Backwater Cruise, Beach Walk"
Mumbai,Elegant Mumbai Palace 62,19.162516,72.90401,4.2,"Child-friendly, Coffee maker, 24/7 Room service, Pet-friendly, Mini bar, Laundry service",1857.0,"Heritage Walks, Relaxing, Museum Tours"
Pune,Elegant Pune Villa 243,18.622659,73.949127,3.5,"Gym, Restaurant, Coffee maker, Swimming pool, Conference room, Mini bar, Spa services",9645.0,"Cultural Tours, Heritage Walk, Beach Walk"
Bengaluru,Elegant Bengaluru Inn 267,27.536857,71.805575,3.7,"Spa services, Swimming pool, Free breakfast, Laundry service, Restaurant, WiFi, AC, Coffee maker",17012.0,"River Cruise, Historical Tours, Rock Garden Visit"
Bengaluru,Royal Bengaluru Retreat 324,17.520766,74.810471,4.3,"Spa services, Pet-friendly, Business center, Laundry service, Balcony view",18199.0,"General Sightseeing, Skiing, Relaxing"
Mumbai,Luxury Mumbai Hotel 366,19.25818,72.91194,3.6,"Child-friendly, TV with cable, Mini bar, Free breakfast, Pet-friendly, Business center",12352.0,"Nightlife, Paragliding, Museum Visits"
Mumbai,Grand Mumbai Villa 179,18.93816,72.970504,3.6,"Laundry service, AC, Free parking, TV with cable, Conference room, Free breakfast, Pet-friendly, Mini bar, Airport shuttle",4776.0,"Heritage Walk, General Sightseeing, Fishing"
Bengaluru,Heritage Bengaluru Villa 497,30.990305,86.353398,4.6,"Mini bar, 24/7 Room service, Restaurant, Spa services, Pet-friendly, Child-friendly, Coffee maker",13327.0,"Surfing, Boating, Swimming"
Bengaluru,Grand Bengaluru Palace 19,24.285184,71.151676,4.4,"Laundry service, Bar, Child-friendly, Conference room, AC, Free breakfast, Swimming pool",17693.0,"Fort Visits, Nightlife, Trekking"
Bengaluru,Luxury Bengaluru Palace 370,11.370784,71.717233,3.7,"Swimming pool, Gym, WiFi, Free parking, Mini bar",13749.0,"Trekking, Palace Tours, Toy Train Ride"
Mumbai,Grand Mumbai Haven 496,18.905647,72.92753,3.7,"TV with cable, Free parking, Laundry service, Coffee maker, Free breakfast, AC, Swimming pool, Spa services",17623.0,"Marina Beach Walk, Street Food, Camping"
Pune,Luxury Pune Inn 264,18.630157,73.898139,4.5,"Pet-friendly, Spa services, Coffee maker, Laundry service, WiFi, 24/7 Room service, TV with cable",2716.0,"Paragliding, Cave Exploration, Rock Garden Visit"
Mumbai,Grand Mumbai Villa 151,19.120655,72.883355,3.9,"Swimming pool, Free parking, Coffee maker, WiFi, Spa services, Gym, Bar, Balcony view, Airport shuttle, Child-friendly",2092.0,"Surfing, Historical Tours, Heritage Walk"
Mumbai,Heritage Mumbai Hotel 88,19.095272,72.843898,3.6,"Free breakfast, Gym, Free parking, Business center, Bar",17412.0,"Heritage Walks, Lake Boating, Skiing"
Bengaluru,Grand Bengaluru Haven 195,20.150912,70.135445,3.5,"Child-friendly, Airport shuttle, WiFi, AC, Conference room, Restaurant, TV with cable, Business center, Pet-friendly, Swimming pool",13542.0,"Nightlife, Local Cuisine, Trekking"
Mumbai,Grand Mumbai Retreat 364,19.178662,72.851018,4.6,"Business center, 24/7 Room service, Bar, Coffee maker, AC, Restaurant, Balcony view",7914.0,"Fishing, Lake Boating, Kayaking"
Bengaluru,Cozy Bengaluru Inn 423,21.948069,77.991022,3.5,"24/7 Room service, Bar, TV with cable, Laundry service, Coffee maker, WiFi, Gym, Airport shuttle",17250.0,"Camping, Street Food Tasting, Food Tasting"
Bangkok,Elite Bangkok Hotel 289,13.717877,100.46105,3.7,A wonderful stay in Bangkok with great amenities.,170.0,"Fort Visits, River Cruise, Cultural Shows"
Bangkok,Comfort Bangkok Haven 111,13.8237,100.409878,3.5,A wonderful stay in Bangkok with great amenities.,123.0,"Fort Visits, Swimming, Taj Mahal Visit"
Mumbai,Royal Mumbai Resort 383,19.023965,72.929144,3.5,Enjoy a luxurious stay in Mumbai with top-class facilities.,18265.0,"Toy Train Ride, Kayaking, Boat Ride on Ganges"
Mumbai,Serene Mumbai Haven 197,19.181314,72.76653,4.7,Enjoy a luxurious stay in Mumbai with top-class facilities.,13299.0,"Lake Boating, Tech Park Tours, Fort Visits"
Mumbai,Cozy Mumbai Palace 313,18.934633,72.786751,3.6,Enjoy a luxurious stay in Mumbai with top-class facilities.,5161.0,"Historical Tours, Sightseeing, Cultural Shows"
Mumbai,Elegant Mumbai Haven 266,19.087447,72.889036,4.7,Enjoy a luxurious stay in Mumbai with top-class facilities.,16980.0,"Boating, Local Cuisine, Museum Visits"
Mumbai,Heritage Mumbai Lodge 54,19.163804,72.86128,3.9,Enjoy a luxurious stay in Mumbai with top-class facilities.,17686.0,"Camping, Temple Visits, Boating"
Mumbai,Grand Mumbai Resort 273,19.060411,72.928268,4.1,Enjoy a luxurious stay in Mumbai with top-class facilities.,4144.0,"Meditation, Palace Tours, Swimming"
Mumbai,Royal Mumbai Lodge 101,19.008487,72.753187,3.4,Enjoy a luxurious stay in Mumbai with top-class facilities.,3745.0,"Meditation, Paragliding, Shopping"
Mumbai,Luxury Mumbai Suites 388,18.911723,72.816066,4.7,Enjoy a luxurious stay in Mumbai with top-class facilities.,13969.0,"Street Food, Trekking, Fort Visits"
Mumbai,Heritage Mumbai Villa 172,19.251108,72.839656,3.3,Enjoy a luxurious stay in Mumbai with top-class facilities.,3182.0,"Palace Tours, Skiing, Relaxing"
Mumbai,Luxury Mumbai Haven 43,19.124118,72.87469,3.4,Enjoy a luxurious stay in Mumbai with top-class facilities.,19385.0,"Rock Garden Visit, Backwater Cruise, Beach Walk"
Mumbai,Luxury Mumbai Lodge 230,19.004582,72.859727,5.0,Enjoy a luxurious stay in Mumbai with top-class facilities.,4694.0,"Marina Beach Walk, Beach Walk, Paragliding"
Mumbai,Heritage Mumbai Palace 54,18.925984,72.770819,3.9,Enjoy a luxurious stay in Mumbai with top-class facilities.,6816.0,"Heritage Walk, Camping, Marina Beach Walk"
Mumbai,Cozy Mumbai Suites 491,18.950668,72.919091,4.0,Enjoy a luxurious stay in Mumbai with top-class facilities.,16497.0,"Street Food Tasting, Boat Tours, Skiing"
Mumbai,Heritage Mumbai Resort 410,19.051165,72.943104,3.4,Enjoy a luxurious stay in Mumbai with top-class facilities.,8309.0,"Relaxing, Backwater Cruise, Heritage Walk"
Mumbai,Elegant Mumbai Retreat 246,19.235858,72.932239,4.1,Enjoy a luxurious stay in Mumbai with top-class facilities.,7906.0,"Shopping, Marina Beach Walk, Swimming"
Mumbai,Comfort Mumbai Haven 17,19.138429,72.936645,3.4,Enjoy a luxurious stay in Mumbai with top-class facilities.,4867.0,"Museum Tours, Paragliding, Fishing"
