occupancy,room_type,bedcount,month,price
0.25,Suite,2,January,9450
0.09,Suite,2,January,8778
0.38,Suite,2,January,9996
0.01,Suite,2,January,8442
0.65,Suite,2,January,11130
0.44,Suite,2,January,10248
0.66,Suite,2,January,11172
0.55,Suite,2,January,10710
0.06,Suite,2,January,8652
0.25,Suite,2,January,9450
0.78,Suite,2,January,11676
0.9,Suite,2,January,12180
0.94,Suite,2,January,12348
0.72,Suite,2,January,11424
0.01,Suite,2,January,8442
0.43,Suite,2,January,10206
0.58,Suite,2,January,10836
0.18,Suite,2,January,9156
0.64,Suite,2,January,11088
0.04,Suite,2,January,8568
0.21,Suite,2,January,9282
0.35,Suite,2,January,9870
0.3,Suite,2,January,9660
0.24,Suite,2,January,9408
0.48,Suite,2,January,10416
0.69,Suite,3,January,13181
0.58,Suite,3,January,12642
0.51,Suite,3,January,12299
0.97,Suite,3,January,14553
0.11,Suite,3,January,10339
0.84,Suite,3,January,13916
0.73,Suite,3,January,13377
0.95,Suite,3,January,14455
0.25,Suite,3,January,11025
0.7,Suite,3,January,13230
0.52,Suite,3,January,12348
0.99,Suite,3,January,14651
0.7,Suite,3,January,13230
0.78,Suite,3,January,13622
0.62,Suite,3,January,12838
0.65,Suite,3,January,12985
0.6,Suite,3,January,12740
0.45,Suite,3,January,12005
0.35,Suite,3,January,11515
0.73,Suite,3,January,13377
0.26,Suite,3,January,11074
0.99,Suite,3,January,14651
0.29,Suite,3,January,11221
0.01,Suite,3,January,9849
0.57,Suite,3,January,12593
0.31,Suite,3,January,11319
0.8,Suite,3,January,13720
0.6,Suite,3,January,12740
0.49,Suite,3,January,12201
0.71,Suite,3,January,13279
0.23,Suite,3,January,10927
0.1,Suite,3,January,10290
0.8,Suite,3,January,13720
0.42,Suite,3,January,11858
0.26,Suite,3,January,11074
0.93,Suite,3,January,14357
0.56,Suite,3,January,12544
0.21,Suite,3,January,10829
0.93,Suite,3,January,14357
0.26,Suite,3,January,11074
0.52,Suite,3,January,12348
0.99,Suite,3,January,14651
0.33,Suite,3,January,11417
0.68,Suite,3,January,13132
0.11,Suite,3,January,10339
0.94,Suite,3,January,14406
0.88,Suite,3,January,14112
0.43,Suite,3,January,11907
0.38,Suite,3,January,11662
0.55,Suite,3,January,12495
0.72,Suite,1,February,8568
0.85,Suite,1,February,8977.5
0.34,Suite,1,February,7371
0.75,Suite,1,February,8662.5
0.79,Suite,1,February,8788.5
0.52,Suite,1,February,7938
0.3,Suite,1,February,7245
0.63,Suite,1,February,8284.5
0.78,Suite,1,February,8757
0.93,Suite,1,February,9229.5
0.65,Suite,1,February,8347.5
0.79,Suite,1,February,8788.5
0.15,Suite,1,February,6772.5
0.41,Suite,1,February,7591.5
0.21,Suite,1,February,6961.5
0.63,Suite,1,February,8284.5
0.07,Suite,1,February,6520.5
0.49,Suite,1,February,7843.5
0.66,Suite,1,February,8379
0.31,Suite,1,February,7276.5
0.54,Suite,1,February,8001
0.83,Suite,1,February,8914.5
0.78,Suite,1,February,8757
0.99,Suite,1,February,9418.5
0.53,Suite,1,February,7969.5
0.07,Suite,1,February,6520.5
0.82,Suite,1,February,8883
0.82,Suite,1,February,8883
0.12,Suite,1,February,6678
0.08,Suite,1,February,6552
0.68,Suite,1,February,8442
0.67,Suite,1,February,8410.5
0.96,Suite,1,February,9324
0.93,Suite,1,February,9229.5
0.8,Suite,1,February,8820
0.41,Suite,1,February,7591.5
0.02,Suite,1,February,6363
0.56,Suite,1,February,8064
0.92,Suite,1,February,9198
0,Suite,1,February,6300
0.27,Suite,1,February,7150.5
0.14,Suite,1,February,6741
0.88,Suite,1,February,9072
0.06,Suite,1,February,6489
0.82,Suite,1,February,8883
0.87,Suite,1,February,9040.5
0.19,Suite,1,February,6898.5
0.96,Suite,1,February,9324
0.86,Suite,1,February,9009
0.96,Suite,1,February,9324
0.79,Suite,2,February,10546.2
0.18,Suite,2,February,8240.4
0.36,Suite,2,February,8920.8
0.88,Suite,2,February,10886.4
0.91,Suite,2,February,10999.8
0.14,Suite,2,February,8089.2
0.17,Suite,2,February,8202.6
0.35,Suite,2,February,8883
0.07,Suite,2,February,7824.6
0.38,Suite,2,February,8996.4
0.73,Suite,2,February,10319.4
0.79,Suite,2,February,10546.2
0.46,Suite,2,February,9298.8
0.46,Suite,2,February,9298.8
0.77,Suite,2,February,10470.6
0.93,Suite,2,February,11075.4
0.77,Suite,2,February,10470.6
0.38,Suite,2,February,8996.4
0.6,Suite,2,February,9828
0.64,Suite,2,February,9979.2
0.6,Suite,2,February,9828
0.93,Suite,2,February,11075.4
0.73,Suite,2,February,10319.4
0.67,Suite,2,February,10092.6
0.27,Suite,2,February,8580.6
0.63,Suite,2,February,9941.4
0.32,Suite,2,February,8769.6
0.47,Suite,2,February,9336.6
0.48,Suite,2,February,9374.4
0.89,Suite,2,February,10924.2
0.25,Suite,2,February,8505
0.45,Suite,2,February,9261
0.73,Suite,2,February,10319.4
0.58,Suite,2,February,9752.4
0.38,Suite,2,February,8996.4
0.1,Suite,2,February,7938
0.34,Suite,2,February,8845.2
0.8,Suite,2,February,10584
0.13,Suite,2,February,8051.4
0.92,Suite,2,February,11037.6
0.98,Suite,2,February,11264.4
0.56,Suite,2,February,9676.8
0.74,Suite,2,February,10357.2
0.25,Suite,2,February,8505
0.23,Suite,2,February,8429.4
0.33,Suite,2,February,8807.4
0.91,Suite,2,February,10999.8
0.14,Suite,2,February,8089.2
0.69,Suite,2,February,10168.2
0.11,Suite,2,February,7975.8
0.57,Suite,3,February,11333.7
0.39,Suite,3,February,10539.9
0.45,Suite,3,February,10804.5
0.91,Suite,3,February,12833.1
0.89,Suite,3,February,12744.9
0.07,Suite,3,February,9128.7
0.43,Suite,3,February,10716.3
0.1,Suite,3,February,9261
0.11,Suite,3,February,9305.1
0.19,Suite,3,February,9657.9
0.64,Suite,3,February,11642.4
0.38,Suite,3,February,10495.8
0.43,Suite,3,February,10716.3
0.45,Suite,3,February,10804.5
0.54,Suite,3,February,11201.4
0.7,Suite,3,February,11907
0.63,Suite,3,February,11598.3
0.43,Suite,3,February,10716.3
0.5,Suite,3,February,11025
0.73,Suite,3,February,12039.3
0.34,Suite,3,February,10319.4
0.55,Suite,3,February,11245.5
0.95,Suite,3,February,13009.5
0.45,Suite,3,February,10804.5
0.07,Suite,3,February,9128.7
0.47,Suite,3,February,10892.7
0.43,Suite,3,February,10716.3
0.73,Suite,3,February,12039.3
0.07,Suite,3,February,9128.7
0.6,Suite,3,February,11466
0.43,Suite,3,February,10716.3
0.36,Suite,3,February,10407.6
0.05,Suite,3,February,9040.5
0.22,Suite,3,February,9790.2
0.96,Suite,3,February,13053.6
0.71,Suite,3,February,11951.1
0.21,Suite,3,February,9746.1
0.96,Suite,3,February,13053.6
0.74,Suite,3,February,12083.4
0.25,Suite,3,February,9922.5
0.16,Suite,3,February,9525.6
0.17,Suite,3,February,9569.7
0.52,Suite,3,February,11113.2
0.95,Suite,3,February,13009.5
0.49,Suite,3,February,10980.9
0.54,Suite,3,February,11201.4
0.53,Suite,3,February,11157.3
0.68,Suite,3,February,11818.8
0.07,Suite,3,February,9128.7
0.36,Suite,3,February,10407.6
0.48,Suite,1,March,8680
0.01,Suite,1,March,7035
0.87,Suite,1,March,10045
0.14,Suite,1,March,7490
0.47,Suite,1,March,8645
0.3,Suite,1,March,8050
0.39,Suite,1,March,8365
0.98,Suite,1,March,10430
0.37,Suite,1,March,8295
0.16,Suite,1,March,7560
0.42,Suite,1,March,8470
0.62,Suite,1,March,9170
0.67,Suite,1,March,9345
0.66,Suite,1,March,9310
0.1,Suite,1,March,7350
0.48,Suite,1,March,8680
0.2,Suite,1,March,7700
0.64,Suite,1,March,9240
0.67,Suite,1,March,9345
0.13,Suite,1,March,7455
0.55,Suite,1,March,8925
0.7,Suite,1,March,9450
0.03,Suite,1,March,7105
0.01,Suite,1,March,7035
0.22,Suite,1,March,7770
0.91,Suite,1,March,10185
0.35,Suite,1,March,8225
0.45,Suite,1,March,8575
0.83,Suite,1,March,9905
0.05,Suite,1,March,7175
0.75,Suite,1,March,9625
0.95,Suite,1,March,10325
0.93,Suite,1,March,10255
0.07,Suite,1,March,7245
0.59,Suite,1,March,9065
0.71,Suite,1,March,9485
0.13,Suite,1,March,7455
0.14,Suite,1,March,7490
0.24,Suite,1,March,7840
0.86,Suite,1,March,10010
0.21,Suite,1,March,7735
0.28,Suite,1,March,7980
0.53,Suite,1,March,8855
0.39,Suite,1,March,8365
0.95,Suite,1,March,10325
0.87,Suite,1,March,10045
0.39,Suite,1,March,8365
0.69,Suite,1,March,9415
0.01,Suite,1,March,7035
0.37,Suite,1,March,8295
0.96,Suite,2,March,12432
0.97,Suite,2,March,12474
0.48,Suite,2,March,10416
0.34,Suite,2,March,9828
0.45,Suite,2,March,10290
0.65,Suite,2,March,11130
0.25,Suite,2,March,9450
0.98,Suite,2,March,12516
0.07,Suite,2,March,8694
0.01,Suite,2,March,8442
0.54,Suite,2,March,10668
0.97,Suite,2,March,12474
0.54,Suite,2,March,10668
0.82,Suite,2,March,11844
0.26,Suite,2,March,9492
0.55,Suite,2,March,10710
0.94,Suite,2,March,12348
0.92,Suite,2,March,12264
0.64,Suite,2,March,11088
0.22,Suite,2,March,9324
0.61,Suite,2,March,10962
0.97,Suite,2,March,12474
0.33,Suite,2,March,9786
0.11,Suite,2,March,8862
0.31,Suite,2,March,9702
0.79,Suite,2,March,11718
0.87,Suite,2,March,12054
0.04,Suite,2,March,8568
0.08,Suite,2,March,8736
0.56,Suite,2,March,10752
0.19,Suite,2,March,9198
0.26,Suite,2,March,9492
0.3,Suite,2,March,9660
0.45,Suite,2,March,10290
0.66,Suite,2,March,11172
0.84,Suite,2,March,11928
0.11,Suite,2,March,8862
0.58,Suite,2,March,10836
0.11,Suite,2,March,8862
0.5,Suite,2,March,10500
0.36,Suite,2,March,9912
0.56,Suite,2,March,10752
0.21,Suite,2,March,9282
0.67,Suite,2,March,11214
0.35,Suite,2,March,9870
0.33,Suite,2,March,9786
0.63,Suite,2,March,11046
0.89,Suite,2,March,12138
0.68,Suite,2,March,11256
0.81,Suite,2,March,11802
0.33,Suite,3,March,11417
0.6,Suite,3,March,12740
0.07,Suite,3,March,10143
0.73,Suite,3,March,13377
0.19,Suite,3,March,10731
0.35,Suite,3,March,11515
0.51,Suite,3,March,12299
0.79,Suite,3,March,13671
0.17,Suite,3,March,10633
0.38,Suite,3,March,11662
0.99,Suite,3,March,14651
0.03,Suite,3,March,9947
0.87,Suite,3,March,14063
1,Suite,3,March,14700
0.38,Suite,3,March,11662
0.14,Suite,3,March,10486
0.27,Suite,3,March,11123
0.42,Suite,3,March,11858
0.52,Suite,3,March,12348
0.29,Suite,3,March,11221
0.74,Suite,3,March,13426
0.15,Suite,3,March,10535
0.11,Suite,3,March,10339
0.67,Suite,3,March,13083
0.52,Suite,3,March,12348
0.29,Suite,3,March,11221
0.27,Suite,3,March,11123
0.32,Suite,3,March,11368
0.88,Suite,3,March,14112
0.23,Suite,3,March,10927
0.83,Suite,3,March,13867
0.22,Suite,3,March,10878
0.61,Suite,3,March,12789
0.08,Suite,3,March,10192
0.02,Suite,3,March,9898
0.78,Suite,3,March,13622
0.11,Suite,3,March,10339
0.09,Suite,3,March,10241
0.19,Suite,3,March,10731
0.32,Suite,3,March,11368
0.31,Suite,3,March,11319
0.18,Suite,3,March,10682
0.87,Suite,3,March,14063
0.99,Suite,3,March,14651
0.73,Suite,3,March,13377
0.49,Suite,3,March,12201
0.4,Suite,3,March,11760
0.57,Suite,3,March,12593
0.19,Suite,3,March,10731
0.5,Suite,3,March,12250
0.85,Suite,1,April,10972.5
0.17,Suite,1,April,8354.5
0.46,Suite,1,April,9471
0.23,Suite,1,April,8585.5
0.26,Suite,1,April,8701
0.79,Suite,1,April,10741.5
0.31,Suite,1,April,8893.5
0.52,Suite,1,April,9702
0.54,Suite,1,April,9779
0.55,Suite,1,April,9817.5
0.84,Suite,1,April,10934
0.03,Suite,1,April,7815.5
0.81,Suite,1,April,10818.5
0.76,Suite,1,April,10626
0.69,Suite,1,April,10356.5
0.25,Suite,1,April,8662.5
0.88,Suite,1,April,11088
0.25,Suite,1,April,8662.5
0.45,Suite,1,April,9432.5
0.32,Suite,1,April,8932
0.27,Suite,1,April,8739.5
0.74,Suite,1,April,10549
0.71,Suite,1,April,10433.5
0.9,Suite,1,April,11165
0.72,Suite,1,April,10472
0.81,Suite,1,April,10818.5
0.9,Suite,1,April,11165
0.09,Suite,1,April,8046.5
0.81,Suite,1,April,10818.5
0.23,Suite,1,April,8585.5
0.49,Suite,1,April,9586.5
0.62,Suite,1,April,10087
0.18,Suite,1,April,8393
0.37,Suite,1,April,9124.5
0.28,Suite,1,April,8778
0.7,Suite,1,April,10395
0.84,Suite,1,April,10934
0.44,Suite,1,April,9394
0.58,Suite,1,April,9933
0.35,Suite,1,April,9047.5
0.52,Suite,1,April,9702
0.68,Suite,1,April,10318
0.87,Suite,1,April,11049.5
0.5,Suite,1,April,9625
0.31,Suite,1,April,8893.5
0.44,Suite,1,April,9394
0.94,Suite,1,April,11319
0.83,Suite,1,April,10895.5
0.38,Suite,1,April,9163
0.73,Suite,1,April,10510.5
0.52,Suite,2,April,11642.4
0.15,Suite,2,April,9933
0.36,Suite,2,April,10903.2
0.68,Suite,2,April,12381.6
0.18,Suite,2,April,10071.6
0.78,Suite,2,April,12843.6
0.76,Suite,2,April,12751.2
0.98,Suite,2,April,13767.6
0.83,Suite,2,April,13074.6
0.43,Suite,2,April,11226.6
0.16,Suite,2,April,9979.2
0.4,Suite,2,April,11088
0.97,Suite,2,April,13721.4
0.98,Suite,2,April,13767.6
0.66,Suite,2,April,12289.2
0.39,Suite,2,April,11041.8
0.55,Suite,2,April,11781
0.52,Suite,2,April,11642.4
0.54,Suite,2,April,11734.8
0.51,Suite,2,April,11596.2
0.75,Suite,2,April,12705
0.1,Suite,2,April,9702
0.31,Suite,2,April,10672.2
0.54,Suite,2,April,11734.8
0.43,Suite,2,April,11226.6
0.25,Suite,2,April,10395
0.7,Suite,2,April,12474
0.07,Suite,2,April,9563.4
0.6,Suite,2,April,12012
0.72,Suite,2,April,12566.4
0.34,Suite,2,April,10810.8
0.93,Suite,2,April,13536.6
0.54,Suite,2,April,11734.8
0.19,Suite,2,April,10117.8
0.61,Suite,2,April,12058.2
0.29,Suite,2,April,10579.8
0.27,Suite,2,April,10487.4
0.02,Suite,2,April,9332.4
0.2,Suite,2,April,10164
0.33,Suite,2,April,10764.6
0.39,Suite,2,April,11041.8
0.15,Suite,2,April,9933
0.37,Suite,2,April,10949.4
0.52,Suite,2,April,11642.4
0.61,Suite,2,April,12058.2
0.6,Suite,2,April,12012
0.71,Suite,2,April,12520.2
0.43,Suite,2,April,11226.6
0.72,Suite,2,April,12566.4
0.01,Suite,2,April,9286.2
0.57,Suite,3,April,13852.3
0.96,Suite,3,April,15954.4
0.96,Suite,3,April,15954.4
0.49,Suite,3,April,13421.1
0.33,Suite,3,April,12558.7
0.59,Suite,3,April,13960.1
0.25,Suite,3,April,12127.5
0.51,Suite,3,April,13528.9
0.17,Suite,3,April,11696.3
0.49,Suite,3,April,13421.1
0.53,Suite,3,April,13636.7
0.86,Suite,3,April,15415.4
0.53,Suite,3,April,13636.7
0.77,Suite,3,April,14930.3
0.93,Suite,3,April,15792.7
0.94,Suite,3,April,15846.6
0.33,Suite,3,April,12558.7
0.33,Suite,3,April,12558.7
0.74,Suite,3,April,14768.6
0.45,Suite,3,April,13205.5
0.46,Suite,3,April,13259.4
0.14,Suite,3,April,11534.6
0.23,Suite,3,April,12019.7
0.15,Suite,3,April,11588.5
0.07,Suite,3,April,11157.3
0.49,Suite,3,April,13421.1
0.52,Suite,3,April,13582.8
0.33,Suite,3,April,12558.7
0.08,Suite,3,April,11211.2
0.44,Suite,3,April,13151.6
0.71,Suite,3,April,14606.9
0.77,Suite,3,April,14930.3
0.11,Suite,3,April,11372.9
0.9,Suite,3,April,15631
0.64,Suite,3,April,14229.6
0.99,Suite,3,April,16116.1
0.14,Suite,3,April,11534.6
0.04,Suite,3,April,10995.6
0.33,Suite,3,April,12558.7
0.77,Suite,3,April,14930.3
0.05,Suite,3,April,11049.5
0.21,Suite,3,April,11911.9
0.93,Suite,3,April,15792.7
0.61,Suite,3,April,14067.9
0.6,Suite,3,April,14014
0.12,Suite,3,April,11426.8
0.93,Suite,3,April,15792.7
0.89,Suite,3,April,15577.1
0.69,Suite,3,April,14499.1
0.6,Suite,3,April,14014
0.86,Suite,1,May,12012
0.85,Suite,1,May,11970
0.08,Suite,1,May,8736
0.71,Suite,1,May,11382
0.87,Suite,1,May,12054
0.86,Suite,1,May,12012
0.54,Suite,1,May,10668
0.46,Suite,1,May,10332
0.07,Suite,1,May,8694
0.35,Suite,1,May,9870
0.72,Suite,1,May,11424
0.12,Suite,1,May,8904
0.35,Suite,1,May,9870
0.39,Suite,1,May,10038
0.51,Suite,1,May,10542
0.31,Suite,1,May,9702
0.7,Suite,1,May,11340
0.78,Suite,1,May,11676
0.32,Suite,1,May,9744
0.16,Suite,1,May,9072
0.03,Suite,1,May,8526
0.62,Suite,1,May,11004
0.84,Suite,1,May,11928
0.34,Suite,1,May,9828
0.42,Suite,1,May,10164
1,Suite,1,May,12600
0.22,Suite,1,May,9324
0.46,Suite,1,May,10332
0.16,Suite,1,May,9072
0.17,Suite,1,May,9114
0.08,Suite,1,May,8736
0.06,Suite,1,May,8652
0.7,Suite,1,May,11340
0.8,Suite,1,May,11760
0.37,Suite,1,May,9954
0.69,Suite,1,May,11298
0.81,Suite,1,May,11802
0.83,Suite,1,May,11886
0.95,Suite,1,May,12390
0.87,Suite,1,May,12054
0.23,Suite,1,May,9366
0.69,Suite,1,May,11298
0.09,Suite,1,May,8778
0.09,Suite,1,May,8778
0.54,Suite,1,May,10668
0.48,Suite,1,May,10416
0.25,Suite,1,May,9450
0.37,Suite,1,May,9954
0.98,Suite,1,May,12516
0.69,Suite,1,May,11298
0.27,Suite,2,May,11440.8
0.5,Suite,2,May,12600
0.28,Suite,2,May,11491.2
0.71,Suite,2,May,13658.4
0.05,Suite,2,May,10332
0.82,Suite,2,May,14212.8
0.3,Suite,2,May,11592
0.18,Suite,2,May,10987.2
0.09,Suite,2,May,10533.6
0.34,Suite,2,May,11793.6
0.07,Suite,2,May,10432.8
1,Suite,2,May,15120
0.61,Suite,2,May,13154.4
0.89,Suite,2,May,14565.6
0.96,Suite,2,May,14918.4
0.34,Suite,2,May,11793.6
0.59,Suite,2,May,13053.6
0.86,Suite,2,May,14414.4
0.79,Suite,2,May,14061.6
0.95,Suite,2,May,14868
0.76,Suite,2,May,13910.4
0.86,Suite,2,May,14414.4
0.85,Suite,2,May,14364
0.11,Suite,2,May,10634.4
0.78,Suite,2,May,14011.2
0.56,Suite,2,May,12902.4
0.33,Suite,2,May,11743.2
0.41,Suite,2,May,12146.4
0.28,Suite,2,May,11491.2
0.76,Suite,2,May,13910.4
0.87,Suite,2,May,14464.8
0.88,Suite,2,May,14515.2
0.14,Suite,2,May,10785.6
0.7,Suite,2,May,13608
0.55,Suite,2,May,12852
0.63,Suite,2,May,13255.2
0.57,Suite,2,May,12952.8
0.38,Suite,2,May,11995.2
0.34,Suite,2,May,11793.6
0.27,Suite,2,May,11440.8
0.96,Suite,2,May,14918.4
0.8,Suite,2,May,14112
0.69,Suite,2,May,13557.6
0.94,Suite,2,May,14817.6
0.25,Suite,2,May,11340
0.47,Suite,2,May,12448.8
0.37,Suite,2,May,11944.8
0.29,Suite,2,May,11541.6
0.97,Suite,2,May,14968.8
0.87,Suite,2,May,14464.8
0.38,Suite,3,May,13994.4
0.81,Suite,3,May,16522.8
0.98,Suite,3,May,17522.4
0.48,Suite,3,May,14582.4
0.08,Suite,3,May,12230.4
0.6,Suite,3,May,15288
0.85,Suite,3,May,16758
0.02,Suite,3,May,11877.6
0.91,Suite,3,May,17110.8
0.33,Suite,3,May,13700.4
0.48,Suite,3,May,14582.4
0.29,Suite,3,May,13465.2
0.86,Suite,3,May,16816.8
0.47,Suite,3,May,14523.6
0.99,Suite,3,May,17581.2
0.33,Suite,3,May,13700.4
0.2,Suite,3,May,12936
0.93,Suite,3,May,17228.4
0.76,Suite,3,May,16228.8
0.37,Suite,3,May,13935.6
0.62,Suite,3,May,15405.6
0.58,Suite,3,May,15170.4
0.6,Suite,3,May,15288
0.19,Suite,3,May,12877.2
0.98,Suite,3,May,17522.4
0.46,Suite,3,May,14464.8
0.82,Suite,3,May,16581.6
0.1,Suite,3,May,12348
0.36,Suite,3,May,13876.8
0.89,Suite,3,May,16993.2
0.38,Suite,3,May,13994.4
0.83,Suite,3,May,16640.4
0.13,Suite,3,May,12524.4
0.32,Suite,3,May,13641.6
0.72,Suite,3,May,15993.6
0.72,Suite,3,May,15993.6
0.28,Suite,3,May,13406.4
0.46,Suite,3,May,14464.8
0.93,Suite,3,May,17228.4
0.69,Suite,3,May,15817.2
0.1,Suite,3,May,12348
0.77,Suite,3,May,16287.6
0.37,Suite,3,May,13935.6
0.81,Suite,3,May,16522.8
0.76,Suite,3,May,16228.8
0.31,Suite,3,May,13582.8
0.19,Suite,3,May,12877.2
0.6,Suite,3,May,15288
0.39,Suite,3,May,14053.2
0.91,Suite,3,May,17110.8
0.62,Suite,1,June,13755
0.84,Suite,1,June,14910
0.58,Suite,1,June,13545
0.39,Suite,1,June,12547.5
0.38,Suite,1,June,12495
0.75,Suite,1,June,14437.5
0.77,Suite,1,June,14542.5
0.5,Suite,1,June,13125
0.75,Suite,1,June,14437.5
0.59,Suite,1,June,13597.5
0.25,Suite,1,June,11812.5
0.6,Suite,1,June,13650
0.25,Suite,1,June,11812.5
0.96,Suite,1,June,15540
0.27,Suite,1,June,11917.5
0.51,Suite,1,June,13177.5
0.71,Suite,1,June,14227.5
0.36,Suite,1,June,12390
0.92,Suite,1,June,15330
0.68,Suite,1,June,14070
0.06,Suite,1,June,10815
0.97,Suite,1,June,15592.5
0.62,Suite,1,June,13755
0.09,Suite,1,June,10972.5
0.57,Suite,1,June,13492.5
0.77,Suite,1,June,14542.5
0.02,Suite,1,June,10605
0.48,Suite,1,June,13020
0.73,Suite,1,June,14332.5
0.05,Suite,1,June,10762.5
0.88,Suite,1,June,15120
0.47,Suite,1,June,12967.5
0.57,Suite,1,June,13492.5
0.66,Suite,1,June,13965
0.7,Suite,1,June,14175
0.87,Suite,1,June,15067.5
0.71,Suite,1,June,14227.5
0.37,Suite,1,June,12442.5
0.34,Suite,1,June,12285
0.6,Suite,1,June,13650
0.81,Suite,1,June,14752.5
0.35,Suite,1,June,12337.5
0.69,Suite,1,June,14122.5
0.66,Suite,1,June,13965
0.08,Suite,1,June,10920
0.05,Suite,1,June,10762.5
0.52,Suite,1,June,13230
0.98,Suite,1,June,15645
0.1,Suite,1,June,11025
0.33,Suite,1,June,12232.5
0.83,Suite,2,June,17829
1,Suite,2,June,18900
0.6,Suite,2,June,16380
0.81,Suite,2,June,17703
0.11,Suite,2,June,13293
0.71,Suite,2,June,17073
0.18,Suite,2,June,13734
0.74,Suite,2,June,17262
0.59,Suite,2,June,16317
0.01,Suite,2,June,12663
0.4,Suite,2,June,15120
0.87,Suite,2,June,18081
0.92,Suite,2,June,18396
0.38,Suite,2,June,14994
0.2,Suite,2,June,13860
0,Suite,2,June,12600
0.35,Suite,2,June,14805
0.5,Suite,2,June,15750
0.41,Suite,2,June,15183
0.76,Suite,2,June,17388
0.32,Suite,2,June,14616
0.24,Suite,2,June,14112
0.47,Suite,2,June,15561
0.53,Suite,2,June,15939
0.6,Suite,2,June,16380
0.76,Suite,2,June,17388
0.56,Suite,2,June,16128
0.23,Suite,2,June,14049
0.9,Suite,2,June,18270
0.08,Suite,2,June,13104
0.34,Suite,2,June,14742
0.29,Suite,2,June,14427
0.31,Suite,2,June,14553
0.38,Suite,2,June,14994
0.1,Suite,2,June,13230
0.94,Suite,2,June,18522
0.17,Suite,2,June,13671
0.74,Suite,2,June,17262
0.74,Suite,2,June,17262
0.8,Suite,2,June,17640
0.52,Suite,2,June,15876
0.69,Suite,2,June,16947
0.65,Suite,2,June,16695
0.26,Suite,2,June,14238
0.02,Suite,2,June,12726
0.31,Suite,2,June,14553
0.03,Suite,2,June,12789
0.17,Suite,2,June,13671
0.71,Suite,2,June,17073
0.05,Suite,2,June,12915
0.93,Suite,3,June,21535.5
0.16,Suite,3,June,15876
0.35,Suite,3,June,17272.5
0.87,Suite,3,June,21094.5
0.77,Suite,3,June,20359.5
0.9,Suite,3,June,21315
0.49,Suite,3,June,18301.5
0.93,Suite,3,June,21535.5
0.04,Suite,3,June,14994
0.92,Suite,3,June,21462
0.74,Suite,3,June,20139
0.49,Suite,3,June,18301.5
0.5,Suite,3,June,18375
0.5,Suite,3,June,18375
0.16,Suite,3,June,15876
0.14,Suite,3,June,15729
0.57,Suite,3,June,18889.5
0.32,Suite,3,June,17052
0.58,Suite,3,June,18963
0.05,Suite,3,June,15067.5
0.76,Suite,3,June,20286
0.05,Suite,3,June,15067.5
0.55,Suite,3,June,18742.5
0.58,Suite,3,June,18963
0.23,Suite,3,June,16390.5
0.34,Suite,3,June,17199
0.21,Suite,3,June,16243.5
0.88,Suite,3,June,21168
0.34,Suite,3,June,17199
0.96,Suite,3,June,21756
0.5,Suite,3,June,18375
0.14,Suite,3,June,15729
0.68,Suite,3,June,19698
0.13,Suite,3,June,15655.5
0.25,Suite,3,June,16537.5
0.85,Suite,3,June,20947.5
0.11,Suite,3,June,15508.5
0.36,Suite,3,June,17346
0.67,Suite,3,June,19624.5
0.71,Suite,3,June,19918.5
0.63,Suite,3,June,19330.5
0.9,Suite,3,June,21315
0.49,Suite,3,June,18301.5
0.12,Suite,3,June,15582
0.52,Suite,3,June,18522
0.3,Suite,3,June,16905
0.5,Suite,3,June,18375
0.35,Suite,3,June,17272.5
0.12,Suite,3,June,15582
0.7,Suite,3,June,19845
0.22,Suite,1,July,10101
0.31,Suite,1,July,10510.5
0.86,Suite,1,July,13013
0.27,Suite,1,July,10328.5
0.8,Suite,1,July,12740
0.49,Suite,1,July,11329.5
0.16,Suite,1,July,9828
0.93,Suite,1,July,13331.5
0.65,Suite,1,July,12057.5
0.98,Suite,1,July,13559
0.35,Suite,1,July,10692.5
0.37,Suite,1,July,10783.5
0.5,Suite,1,July,11375
0.06,Suite,1,July,9373
0.18,Suite,1,July,9919
0.31,Suite,1,July,10510.5
0.01,Suite,1,July,9145.5
0.87,Suite,1,July,13058.5
0.81,Suite,1,July,12785.5
0.18,Suite,1,July,9919
0.38,Suite,1,July,10829
0.36,Suite,1,July,10738
0.54,Suite,1,July,11557
0.47,Suite,1,July,11238.5
0.63,Suite,1,July,11966.5
0.45,Suite,1,July,11147.5
0.82,Suite,1,July,12831
0.65,Suite,1,July,12057.5
0.31,Suite,1,July,10510.5
0.33,Suite,1,July,10601.5
0.55,Suite,1,July,11602.5
0.67,Suite,1,July,12148.5
0.68,Suite,1,July,12194
0.46,Suite,1,July,11193
0.29,Suite,1,July,10419.5
0.83,Suite,1,July,12876.5
0.35,Suite,1,July,10692.5
0.9,Suite,1,July,13195
0.09,Suite,1,July,9509.5
0.32,Suite,1,July,10556
0.21,Suite,1,July,10055.5
0.04,Suite,1,July,9282
0.26,Suite,1,July,10283
0.84,Suite,1,July,12922
0.29,Suite,1,July,10419.5
0.84,Suite,1,July,12922
0.38,Suite,1,July,10829
0.8,Suite,1,July,12740
0.26,Suite,1,July,10283
0.47,Suite,1,July,11238.5
0.73,Suite,2,July,14905.8
0.78,Suite,2,July,15178.8
0.64,Suite,2,July,14414.4
0.53,Suite,2,July,13813.8
0.15,Suite,2,July,11739
0.29,Suite,2,July,12503.4
